Day,Classroom,Time,Course,Code
Saturday,F-309,1:30pm-3:00pm,Free slot,Free slot
Saturday,F-309,3:00pm-4:30pm,Free slot,Free slot
Saturday,F-309,4:30pm-6:00pm,Free slot,Free slot
Saturday,F-309,6:00pm-7:30pm,Free slot,Free slot
Saturday,F-309,7:30pm-9:00pm,Free slot,Free slot
Saturday,F-310,8:30am-10:30am,Free slot,Free slot
Saturday,F-310,10:30am-12:00pm,Free slot,Free slot
Saturday,F-310,12:00pm-1:30pm,Free slot,Free slot
Saturday,F-310,1:30pm-3:00pm,Free slot,Free slot
Saturday,F-310,3:00pm-4:30pm,Free slot,Free slot
Saturday,F-310,4:30pm-6:00pm,Free slot,Free slot
Saturday,F-310,6:00pm-7:30pm,Free slot,Free slot
Saturday,F-310,7:30pm-9:00pm,Free slot,Free slot
Saturday,C-1,8:30am-10:30am,Free slot,Free slot
Saturday,C-1,10:30am-12:00pm,Free slot,Free slot
Saturday,C-1,12:00pm-1:30pm,Free slot,Free slot
Saturday,C-1,1:30pm-3:00pm,Free slot,Free slot
Saturday,C-1,3:00pm-4:30pm,Free slot,Free slot
Saturday,C-1,4:30pm-6:00pm,Free slot,Free slot
Saturday,C-1,6:00pm-7:30pm,Free slot,Free slot
Saturday,C-1,7:30pm-9:00pm,Free slot,Free slot
Saturday,C-2,8:30am-10:30am,Free slot,Free slot
Saturday,C-2,10:30am-12:00pm,Free slot,Free slot
Saturday,C-2,12:00pm-1:30pm,Free slot,Free slot
Saturday,C-2,1:30pm-3:00pm,Free slot,Free slot
Saturday,C-2,3:00pm-4:30pm,Free slot,Free slot
Saturday,C-2,4:30pm-6:00pm,Free slot,Free slot
Saturday,C-2,6:00pm-7:30pm,Free slot,Free slot
Saturday,C-2,7:30pm-9:00pm,Free slot,Free slot
Saturday,C-3,8:30am-10:30am,Free slot,Free slot
Saturday,C-3,10:30am-12:00pm,Free slot,Free slot
Saturday,C-3,12:00pm-1:30pm,Free slot,Free slot
Saturday,C-3,1:30pm-3:00pm,Free slot,Free slot
Saturday,C-3,3:00pm-4:30pm,Free slot,Free slot
Saturday,C-3,4:30pm-6:00pm,Free slot,Free slot
Saturday,C-3,6:00pm-7:30pm,Free slot,Free slot
Saturday,C-3,7:30pm-9:00pm,Free slot,Free slot
Saturday,C-4,8:30am-10:30am,Free slot,Free slot
Saturday,C-4,10:30am-12:00pm,Free slot,Free slot
Saturday,C-4,12:00pm-1:30pm,Free slot,Free slot
Saturday,C-4,1:30pm-3:00pm,Free slot,Free slot
Saturday,C-4,3:00pm-4:30pm,Free slot,Free slot
Saturday,C-4,4:30pm-6:00pm,Free slot,Free slot
Saturday,C-4,6:00pm-7:30pm,Free slot,Free slot
Saturday,C-4,7:30pm-9:00pm,Free slot,Free slot
Saturday,C-5,8:30am-10:30am,Free slot,Free slot
Saturday,C-5,10:30am-12:00pm,Free slot,Free slot
Saturday,C-5,12:00pm-1:30pm,Free slot,Free slot
Saturday,C-5,1:30pm-3:00pm,Free slot,Free slot
Saturday,C-5,3:00pm-4:30pm,Free slot,Free slot
Saturday,C-5,4:30pm-6:00pm,Free slot,Free slot
Saturday,C-5,6:00pm-7:30pm,Free slot,Free slot
Saturday,C-5,7:30pm-9:00pm,Free slot,Free slot
Saturday,C-6,8:30am-10:30am,Free slot,Free slot
Saturday,C-6,10:30am-12:00pm,Free slot,Free slot
Saturday,C-6,12:00pm-1:30pm,Free slot,Free slot
Saturday,C-6,1:30pm-3:00pm,Free slot,Free slot
Saturday,C-6,3:00pm-4:30pm,Free slot,Free slot
Saturday,C-6,4:30pm-6:00pm,Free slot,Free slot
Saturday,C-6,6:00pm-7:30pm,Free slot,Free slot
Saturday,C-6,7:30pm-9:00pm,Free slot,Free slot
Saturday,C-7,8:30am-10:30am,Free slot,Free slot
Saturday,C-7,10:30am-12:00pm,Free slot,Free slot
Saturday,C-7,12:00pm-1:30pm,Free slot,Free slot
Saturday,C-7,1:30pm-3:00pm,Free slot,Free slot
Saturday,C-7,3:00pm-4:30pm,Free slot,Free slot
Saturday,C-7,4:30pm-6:00pm,Free slot,Free slot
Saturday,C-7,6:00pm-7:30pm,Free slot,Free slot
Saturday,C-7,7:30pm-9:00pm,Free slot,Free slot
Saturday,C-13,8:30am-10:30am,Free slot,Free slot
Saturday,C-13,10:30am-12:00pm,Free slot,Free slot
Saturday,C-13,12:00pm-1:30pm,Free slot,Free slot
Saturday,C-13,1:30pm-3:00pm,Free slot,Free slot
Saturday,C-13,3:00pm-4:30pm,Free slot,Free slot
Saturday,C-13,4:30pm-6:00pm,Free slot,Free slot
Saturday,C-13,6:00pm-7:30pm,Free slot,Free slot
Saturday,C-13,7:30pm-9:00pm,Free slot,Free slot
Saturday,C-14,8:30am-10:30am,Free slot,Free slot
Saturday,C-14,10:30am-12:00pm,Free slot,Free slot
Saturday,C-14,12:00pm-1:30pm,Free slot,Free slot
Saturday,C-14,1:30pm-3:00pm,Free slot,Free slot
Saturday,C-14,3:00pm-4:30pm,Free slot,Free slot
Saturday,C-14,4:30pm-6:00pm,Free slot,Free slot
Saturday,C-14,6:00pm-7:30pm,Free slot,Free slot
Saturday,C-14,7:30pm-9:00pm,Free slot,Free slot
Saturday,D-1,8:30am-10:30am,Free slot,Free slot
Saturday,D-1,10:30am-12:00pm,Free slot,Free slot
Saturday,D-1,12:00pm-1:30pm,Free slot,Free slot
Saturday,D-1,1:30pm-3:00pm,Free slot,Free slot
Saturday,D-1,3:00pm-4:30pm,Free slot,Free slot
Saturday,D-1,4:30pm-6:00pm,Free slot,Free slot
Saturday,D-1,6:00pm-7:30pm,Free slot,Free slot
Saturday,D-1,7:30pm-9:00pm,Free slot,Free slot
Saturday,D-2,8:30am-10:30am,Free slot,Free slot
Saturday,D-2,10:30am-12:00pm,Free slot,Free slot
Saturday,D-2,12:00pm-1:30pm,Free slot,Free slot
Saturday,D-2,1:30pm-3:00pm,Free slot,Free slot
Saturday,D-2,3:00pm-4:30pm,Free slot,Free slot
Saturday,D-2,4:30pm-6:00pm,Free slot,Free slot
Saturday,D-2,6:00pm-7:30pm,Free slot,Free slot
Saturday,D-2,7:30pm-9:00pm,Free slot,Free slot
Saturday,English Lab-1,8:30am-10:30am,Free slot,Free slot
Saturday,English Lab-1,10:30am-12:00pm,Free slot,Free slot
Saturday,English Lab-1,12:00pm-1:30pm,Free slot,Free slot
Saturday,English Lab-1,1:30pm-3:00pm,Free slot,Free slot
Saturday,English Lab-1,3:00pm-4:30pm,Free slot,Free slot
Saturday,English Lab-1,4:30pm-6:00pm,Free slot,Free slot
Saturday,English Lab-1,6:00pm-7:30pm,Free slot,Free slot
Saturday,English Lab-1,7:30pm-9:00pm,Free slot,Free slot
Saturday,English Lab-2,8:30am-10:30am,Free slot,Free slot
Saturday,English Lab-2,10:30am-12:00pm,Free slot,Free slot
Saturday,English Lab-2,12:00pm-1:30pm,Free slot,Free slot
Saturday,English Lab-2,1:30pm-3:00pm,Free slot,Free slot
Saturday,English Lab-2,3:00pm-4:30pm,Free slot,Free slot
Saturday,English Lab-2,4:30pm-6:00pm,Free slot,Free slot
Saturday,English Lab-2,6:00pm-7:30pm,Free slot,Free slot
Saturday,English Lab-2,7:30pm-9:00pm,Free slot,Free slot
Saturday,English Lab-3,8:30am-10:30am,Free slot,Free slot
Saturday,English Lab-3,10:30am-12:00pm,Free slot,Free slot
Saturday,English Lab-3,12:00pm-1:30pm,Free slot,Free slot
Saturday,English Lab-3,1:30pm-3:00pm,Free slot,Free slot
Saturday,English Lab-3,3:00pm-4:30pm,Free slot,Free slot
Saturday,English Lab-3,4:30pm-6:00pm,Free slot,Free slot
Saturday,English Lab-3,6:00pm-7:30pm,Free slot,Free slot
Saturday,English Lab-3,7:30pm-9:00pm,Free slot,Free slot
Saturday,English Lab-4,8:30am-10:30am,Free slot,Free slot
Saturday,English Lab-4,10:30am-12:00pm,Free slot,Free slot
Saturday,English Lab-4,12:00pm-1:30pm,Free slot,Free slot
Saturday,English Lab-4,1:30pm-3:00pm,Free slot,Free slot
Saturday,English Lab-4,3:00pm-4:30pm,Free slot,Free slot
Saturday,English Lab-4,4:30pm-6:00pm,Free slot,Free slot
Saturday,English Lab-4,6:00pm-7:30pm,Free slot,Free slot
Saturday,English Lab-4,7:30pm-9:00pm,Free slot,Free slot
Saturday,English Lab-5,8:30am-10:30am,Free slot,Free slot
Saturday,English Lab-5,10:30am-12:00pm,Free slot,Free slot
Saturday,English Lab-5,12:00pm-1:30pm,Free slot,Free slot
Saturday,English Lab-5,1:30pm-3:00pm,Free slot,Free slot
Saturday,English Lab-5,3:00pm-4:30pm,Free slot,Free slot
Saturday,English Lab-5,4:30pm-6:00pm,Free slot,Free slot
Saturday,English Lab-5,6:00pm-7:30pm,Free slot,Free slot
Saturday,English Lab-5,7:30pm-9:00pm,Free slot,Free slot
Saturday,English Lab-6,8:30am-10:30am,Free slot,Free slot
Saturday,English Lab-6,10:30am-12:00pm,Free slot,Free slot
Saturday,English Lab-6,12:00pm-1:30pm,Free slot,Free slot
Saturday,English Lab-6,1:30pm-3:00pm,Free slot,Free slot
Saturday,English Lab-6,3:00pm-4:30pm,Free slot,Free slot
Saturday,English Lab-6,4:30pm-6:00pm,Free slot,Free slot
Saturday,English Lab-6,6:00pm-7:30pm,Free slot,Free slot
Saturday,English Lab-6,7:30pm-9:00pm,Free slot,Free slot
Saturday,Lab-1,8:30am-10:30am,Free slot,Free slot
Saturday,Lab-1,10:30am-12:00pm,Free slot,Free slot
Saturday,Lab-1,12:00pm-1:30pm,Free slot,Free slot
Saturday,Lab-1,1:30pm-3:00pm,Free slot,Free slot
Saturday,Lab-1,3:00pm-4:30pm,Free slot,Free slot
Saturday,Lab-1,4:30pm-6:00pm,Free slot,Free slot
Saturday,Lab-1,6:00pm-7:30pm,Free slot,Free slot
Saturday,Lab-1,7:30pm-9:00pm,Free slot,Free slot
Saturday,Lab-2,8:30am-10:30am,Free slot,Free slot
Saturday,Lab-2,10:30am-12:00pm,Free slot,Free slot
Saturday,Lab-2,12:00pm-1:30pm,Free slot,Free slot
Saturday,Lab-2,1:30pm-3:00pm,Free slot,Free slot
Saturday,Lab-2,3:00pm-4:30pm,Free slot,Free slot
Saturday,Lab-2,4:30pm-6:00pm,Free slot,Free slot
Saturday,Lab-2,6:00pm-7:30pm,Free slot,Free slot
Saturday,Lab-2,7:30pm-9:00pm,Free slot,Free slot
Saturday,Lab-3,8:30am-10:30am,Free slot,Free slot
Saturday,Lab-3,10:30am-12:00pm,Free slot,Free slot
Saturday,Lab-3,12:00pm-1:30pm,Free slot,Free slot
Saturday,Lab-3,1:30pm-3:00pm,Free slot,Free slot
Saturday,Lab-3,3:00pm-4:30pm,Free slot,Free slot
Saturday,Lab-3,4:30pm-6:00pm,Free slot,Free slot
Saturday,Lab-3,6:00pm-7:30pm,Free slot,Free slot
Saturday,Lab-3,7:30pm-9:00pm,Free slot,Free slot
Saturday,Lab-4,8:30am-10:30am,Free slot,Free slot
Saturday,Lab-4,10:30am-12:00pm,Free slot,Free slot
Saturday,Lab-4,12:00pm-1:30pm,Free slot,Free slot
Saturday,Lab-4,1:30pm-3:00pm,Free slot,Free slot
Saturday,Lab-4,3:00pm-4:30pm,Free slot,Free slot
Saturday,Lab-4,4:30pm-6:00pm,Free slot,Free slot
Saturday,Lab-4,6:00pm-7:30pm,Free slot,Free slot
Saturday,Lab-4,7:30pm-9:00pm,Free slot,Free slot
Saturday,Lab-5,8:30am-10:30am,Free slot,Free slot
Saturday,Lab-5,10:30am-12:00pm,Free slot,Free slot
Saturday,Lab-5,12:00pm-1:30pm,Free slot,Free slot
Saturday,Lab-5,1:30pm-3:00pm,Free slot,Free slot
Saturday,Lab-5,3:00pm-4:30pm,Free slot,Free slot
Saturday,Lab-5,4:30pm-6:00pm,Free slot,Free slot
Saturday,Lab-5,6:00pm-7:30pm,Free slot,Free slot
Saturday,Lab-5,7:30pm-9:00pm,Free slot,Free slot
Saturday,Lab-6,8:30am-10:30am,Free slot,Free slot
Saturday,Lab-6,10:30am-12:00pm,Free slot,Free slot
Saturday,Lab-6,12:00pm-1:30pm,Free slot,Free slot
Saturday,Lab-6,1:30pm-3:00pm,Free slot,Free slot
Saturday,Lab-6,3:00pm-4:30pm,Free slot,Free slot
Saturday,Lab-6,4:30pm-6:00pm,Free slot,Free slot
Saturday,Lab-6,6:00pm-7:30pm,Free slot,Free slot
Saturday,Lab-6,7:30pm-9:00pm,Free slot,Free slot
Saturday,Lab-8,8:30am-10:30am,Free slot,Free slot
Saturday,Lab-8,10:30am-12:00pm,Free slot,Free slot
Saturday,Lab-8,12:00pm-1:30pm,Free slot,Free slot
Saturday,Lab-8,1:30pm-3:00pm,Free slot,Free slot
Saturday,Lab-8,3:00pm-4:30pm,Free slot,Free slot
Saturday,Lab-8,4:30pm-6:00pm,Free slot,Free slot
Saturday,Lab-8,6:00pm-7:30pm,Free slot,Free slot
Saturday,Lab-8,7:30pm-9:00pm,Free slot,Free slot
Saturday,Lab-13,8:30am-11:30am,Data Structures Lab(BDS-4A),BDS-4A
Saturday,Lab-13,10:30am-12:00pm,Free slot,Free slot
Saturday,Lab-13,12:00pm-1:30pm,Free slot,Free slot
Saturday,Lab-13,1:30pm-3:00pm,Free slot,Free slot
Saturday,Lab-13,3:00pm-4:30pm,Free slot,Free slot
Saturday,Lab-13,4:30pm-6:00pm,Free slot,Free slot
Saturday,Lab-13,6:00pm-7:30pm,Free slot,Free slot
Saturday,Lab-13,7:30pm-9:00pm,Free slot,Free slot
Saturday,Lab-14,8:30am-11:30am,Data Structures Lab(BDS-4B),BDS-4B
Saturday,Lab-14,10:30am-12:00pm,Free slot,Free slot
Saturday,Lab-14,12:00pm-1:30pm,Free slot,Free slot
Saturday,Lab-14,1:30pm-3:00pm,Free slot,Free slot
Saturday,Lab-14,3:00pm-4:30pm,Free slot,Free slot
Saturday,Lab-14,4:30pm-6:00pm,Free slot,Free slot
Saturday,Lab-14,6:00pm-7:30pm,Free slot,Free slot
Saturday,Lab-14,7:30pm-9:00pm,Free slot,Free slot
Saturday,Lab-15,8:30am-11:30am,Data Structures Lab(BDS-4C),BDS-4C
Saturday,Lab-15,10:30am-12:00pm,Free slot,Free slot
Saturday,Lab-15,12:00pm-1:30pm,Free slot,Free slot
Saturday,Lab-15,1:30pm-3:00pm,Free slot,Free slot
Saturday,Lab-15,3:00pm-4:30pm,Free slot,Free slot
Saturday,Lab-15,4:30pm-6:00pm,Free slot,Free slot
Saturday,Lab-15,6:00pm-7:30pm,Free slot,Free slot
Saturday,Lab-15,7:30pm-9:00pm,Free slot,Free slot
Saturday,Lab-16,8:30am-10:30am,Free slot,Free slot
Saturday,Lab-16,10:30am-12:00pm,Free slot,Free slot
Saturday,Lab-16,12:00pm-1:30pm,Free slot,Free slot
Saturday,Lab-16,1:30pm-3:00pm,Free slot,Free slot
Saturday,Lab-16,3:00pm-4:30pm,Free slot,Free slot
Saturday,Lab-16,4:30pm-6:00pm,Free slot,Free slot
Saturday,Lab-16,6:00pm-7:30pm,Free slot,Free slot
Saturday,Lab-16,7:30pm-9:00pm,Free slot,Free slot
Saturday,Micro Lab,8:30am-10:30am,Free slot,Free slot
Saturday,Micro Lab,10:30am-12:00pm,Free slot,Free slot
Saturday,Micro Lab,12:00pm-1:30pm,Free slot,Free slot
Saturday,Micro Lab,1:30pm-3:00pm,Free slot,Free slot
Saturday,Micro Lab,3:00pm-4:30pm,Free slot,Free slot
Saturday,Micro Lab,4:30pm-6:00pm,Free slot,Free slot
Saturday,Micro Lab,6:00pm-7:30pm,Free slot,Free slot
Saturday,Micro Lab,7:30pm-9:00pm,Free slot,Free slot
Saturday,Physics Lab,8:30am-10:30am,Free slot,Free slot
Saturday,Physics Lab,10:30am-12:00pm,Free slot,Free slot
Saturday,Physics Lab,12:00pm-1:30pm,Free slot,Free slot
Saturday,Physics Lab,1:30pm-3:00pm,Free slot,Free slot
Saturday,Physics Lab,3:00pm-4:30pm,Free slot,Free slot
Saturday,Physics Lab,4:30pm-6:00pm,Free slot,Free slot
Saturday,Physics Lab,6:00pm-7:30pm,Free slot,Free slot
Saturday,Physics Lab,7:30pm-9:00pm,Free slot,Free slot
